ディレクトリID,U1,U2,U3,U4,U5,genre
408791,バッグ・小物・ブランド雑貨,バッグ,男女兼用バッグ,ボディバッグ・ウエストポーチ,,バッグ・小物・ブランド雑貨 > バッグ > 男女兼用バッグ > ボディバッグ・ウエストポーチ
404883,バッグ・小物・ブランド雑貨,ハンカチ・ハンドタオル,バンダナ,,,バッグ・小物・ブランド雑貨 > ハンカチ・ハンドタオル > バンダナ
403753,バッグ・小物・ブランド雑貨,ハンカチ・ハンドタオル,ハンドタオル,,,バッグ・小物・ブランド雑貨 > ハンカチ・ハンドタオル > ハンドタオル
408929,バッグ・小物・ブランド雑貨,ハンカチ・ハンドタオル,メンズハンカチ,,,バッグ・小物・ブランド雑貨 > ハンカチ・ハンドタオル > メンズハンカチ
403747,バッグ・小物・ブランド雑貨,ハンカチ・ハンドタオル,レディースハンカチ,,,バッグ・小物・ブランド雑貨 > ハンカチ・ハンドタオル > レディースハンカチ
207237,バッグ・小物・ブランド雑貨,ベルト・サスペンダー,サスペンダー,,,バッグ・小物・ブランド雑貨 > ベルト・サスペンダー > サスペンダー
564897,バッグ・小物・ブランド雑貨,ベルト・サスペンダー,バックル,,,バッグ・小物・ブランド雑貨 > ベルト・サスペンダー > バックル
207235,バッグ・小物・ブランド雑貨,ベルト・サスペンダー,メンズベルト,,,バッグ・小物・ブランド雑貨 > ベルト・サスペンダー > メンズベルト
207306,バッグ・小物・ブランド雑貨,ベルト・サスペンダー,レディースベルト,,,バッグ・小物・ブランド雑貨 > ベルト・サスペンダー > レディースベルト
568213,バッグ・小物・ブランド雑貨,マフラー・スカーフ,スカーフリング,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > スカーフリング
563321,バッグ・小物・ブランド雑貨,マフラー・スカーフ,その他,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > その他
564010,バッグ・小物・ブランド雑貨,マフラー・スカーフ,ティペット,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > ティペット
564008,バッグ・小物・ブランド雑貨,マフラー・スカーフ,ネックウォーマー・スヌード,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > ネックウォーマー・スヌード
110718,バッグ・小物・ブランド雑貨,マフラー・スカーフ,メンズスカーフ,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > メンズスカーフ
408914,バッグ・小物・ブランド雑貨,マフラー・スカーフ,メンズマフラー・ストール,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > メンズマフラー・ストール
566741,バッグ・小物・ブランド雑貨,マフラー・スカーフ,リボンスカーフ・ナロースカーフ,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > リボンスカーフ・ナロースカーフ
207328,バッグ・小物・ブランド雑貨,マフラー・スカーフ,レディーススカーフ,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > レディーススカーフ
207314,バッグ・小物・ブランド雑貨,マフラー・スカーフ,レディースマフラー・ストール,,,バッグ・小物・ブランド雑貨 > マフラー・スカーフ > レディースマフラー・ストール
502462,バッグ・小物・ブランド雑貨,リストバンド,,,,バッグ・小物・ブランド雑貨 > リストバンド
409032,バッグ・小物・ブランド雑貨,革・レザーケア用品,クリーナー・汚れ落とし,,,バッグ・小物・ブランド雑貨 > 革・レザーケア用品 > クリーナー・汚れ落とし
409033,バッグ・小物・ブランド雑貨,革・レザーケア用品,クリーム・ワックス,,,バッグ・小物・ブランド雑貨 > 革・レザーケア用品 > クリーム・ワックス
409036,バッグ・小物・ブランド雑貨,革・レザーケア用品,その他,,,バッグ・小物・ブランド雑貨 > 革・レザーケア用品 > その他
216179,バッグ・小物・ブランド雑貨,革・レザーケア用品,ブラシ,,,バッグ・小物・ブランド雑貨 > 革・レザーケア用品 > ブラシ
216177,バッグ・小物・ブランド雑貨,革・レザーケア用品,防水用品,,,バッグ・小物・ブランド雑貨 > 革・レザーケア用品 > 防水用品
563966,バッグ・小物・ブランド雑貨,眼鏡・サングラス,PC眼鏡,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > PC眼鏡
110894,バッグ・小物・ブランド雑貨,眼鏡・サングラス,サングラス,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > サングラス
101821,バッグ・小物・ブランド雑貨,眼鏡・サングラス,その他,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > その他
408149,バッグ・小物・ブランド雑貨,眼鏡・サングラス,ルーペ,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > ルーペ
207204,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡
207232,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,その他,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > その他
403675,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,花粉ガード,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > 花粉ガード
403672,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,眼鏡拭き,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > 眼鏡拭き
403677,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,眼鏡用ドライバー,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > 眼鏡用ドライバー
403673,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,眼鏡用洗浄液,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > 眼鏡用洗浄液
403674,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡ケア用品,眼鏡用曇り止め,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡ケア用品 > 眼鏡用曇り止め
403662,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡レンズ,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡レンズ
110900,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡小物,その他,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡小物 > その他
509189,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡小物,眼鏡ケース,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡小物 > 眼鏡ケース
403669,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡小物,眼鏡スタンド,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡小物 > 眼鏡スタンド
403670,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡小物,眼鏡ストラップ,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡小物 > 眼鏡ストラップ
509193,バッグ・小物・ブランド雑貨,眼鏡・サングラス,眼鏡小物,眼鏡チェーン,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 眼鏡小物 > 眼鏡チェーン
403657,バッグ・小物・ブランド雑貨,眼鏡・サングラス,老眼鏡,,,バッグ・小物・ブランド雑貨 > 眼鏡・サングラス > 老眼鏡
568466,バッグ・小物・ブランド雑貨,財布・ケース,キーホルダー・キーケース,キーカバー,,バッグ・小物・ブランド雑貨 > 財布・ケース > キーホルダー・キーケース > キーカバー
568465,バッグ・小物・ブランド雑貨,財布・ケース,キーホルダー・キーケース,キーケース,,バッグ・小物・ブランド雑貨 > 財布・ケース > キーホルダー・キーケース > キーケース
207288,バッグ・小物・ブランド雑貨,財布・ケース,キーホルダー・キーケース,キーホルダー,,バッグ・小物・ブランド雑貨 > 財布・ケース > キーホルダー・キーケース > キーホルダー
565214,バッグ・小物・ブランド雑貨,財布・ケース,クレジットカードケース,,,バッグ・小物・ブランド雑貨 > 財布・ケース > クレジットカードケース
505526,バッグ・小物・ブランド雑貨,財布・ケース,ポケットティッシュケース,,,バッグ・小物・ブランド雑貨 > 財布・ケース > ポケットティッシュケース
408891,バッグ・小物・ブランド雑貨,財布・ケース,マネークリップ,,,バッグ・小物・ブランド雑貨 > 財布・ケース > マネークリップ
552925,バッグ・小物・ブランド雑貨,財布・ケース,メンズコインケース,,,バッグ・小物・ブランド雑貨 > 財布・ケース > メンズコインケース
552710,バッグ・小物・ブランド雑貨,財布・ケース,メンズ財布,,,バッグ・小物・ブランド雑貨 > 財布・ケース > メンズ財布
408849,バッグ・小物・ブランド雑貨,財布・ケース,レディースコインケース,,,バッグ・小物・ブランド雑貨 > 財布・ケース > レディースコインケース
502368,バッグ・小物・ブランド雑貨,財布・ケース,レディース財布,,,バッグ・小物・ブランド雑貨 > 財布・ケース > レディース財布
